"Sample_Number","Tr","Time","X.Pyruvic.acid..1TMS.","X.Lactic.Acid..2TMS.","X.Valine..1TMS.","X.Alanine..2TMS.","X.Leucine..1TMS.","X.Valine..2TMS.","X.Leucine..2TMS.","X.Threonine..2TMS.","X.Proline..2TMS.","X.Succinic.acid..2TMS.","X.Glycine..3TMS.","X.Fumaric.acid..2TMS.","X.Serine..3TMS.","X.Methionine..1TMS.","X.Aspartic.acid..2TMS.","X.Glutamine...H2O...2TMS.","X.Malic.acid..3TMS.","X.Aspartic.acid..3TMS.","X.Methionine..2TMS.","X.Glutamic.acid..2TMS.","X.2.Oxoglutaric.acid..1MEOX...2TMS..BP","X.Threonic.acid..4TMS.","X.2.Oxoglutaric.acid..1MEOX...2TMS..MP","X.Glutamic.acid..3TMS.","X.Phenylalanine..2TMS.","X.Asparagine..3TMS.","X.Putrescine..4TMS.","X.Glutamine..3TMS.","X.Ornithine..4TMS.","X.Citric.acid..4TMS.","X.Fructose..1MEOX...5TMS..MP","X.Fructose..1MEOX...5TMS..BP","X.Glucose..1MEOX...5TMS..MP","X.Galactose..1MEOX...5TMS..MP","X.Lysine..4TMS.","X.Galactose..1MEOX...5TMS..BP","X.Tyrosine..3TMS.","X.Glucose..1MEOX...5TMS..BP","X.Gluconic.acid..6TMS.","X.myo.Inositol..6TMS.","X.Sucrose..8TMS.","X.Trehalose..8TMS.","X.Maltose..1MEOX...8TMS..MP","X.Melibiose..1MEOX...8TMS..BP","X.Galactinol..9TMS."
"33","F","4",0.0284504824382353,2.85770277399244,0.00415502230727272,0.000512535488265713,0.00305327779801749,0.000658327327793436,0.00397068482949962,0.0361529570629544,0.000913862182482083,1.80941127217278,0.0666510639645385,0.180529540254628,0.00463057111527951,0.00464173330959814,0.000546814001662329,0.000446238651901894,1.67675051784596,0.00536690101849397,0.00195905653605678,0.00851117087063428,0.092845068434466,0.226496057436328,0.796777775485241,0.000682835084645141,0.00241705753285847,0.00783186124565024,0.0111592629446304,0.00343261321427748,0.04879306928267,2.81379097538293,6.52437287707483,5.57909757629981,0.158957660132039,0.171776402380041,0.00512671948779117,0.0277610398160707,0.0150234203567776,0.0224026995123436,3.35534715805844,5.36320785483491,0.070893157268623,0.00826094088394448,0.0358475060551738,0.00277638241618998,0.655530117000164
"34","F","4",0.0105733100727807,4.15252003734093e-05,0.0101891877879363,1.39158829957137e-05,0.00642290705297713,0.000122364195490099,0.00494505859840483,0.01675525506536,0.000502419866658156,0.44740793376582,0.0646424936222486,0.0356475465971132,0.000567431176736221,0.00267731161850969,0.00178861835203411,0.000659823498094335,0.0211105118074229,0.00154015628721799,7.77560229927928e-05,0.0117581639232798,0.0551034229767695,0.173531402747662,0.00225675227250208,0.000439865087576353,0.00232206172358567,0.00474282118808732,0.0096456941140747,0.00257781227841483,0.0632042765005254,0.0972398677740518,11.8624742056735,8.38036374769228,0.188682974454071,0.204447533767862,0.00437296332695046,0.0335416445122729,0.0104509227184841,0.0282818066732863,0.186607708277345,5.02619390756295,0.218080512878578,0.0196686437045657,0.0285058502757205,0.0105056874354952,0.657536313344771
"35","F","4",0.0171659703745984,12.1915358845998,0.0113121765406353,1.86611609235268e-05,0.0153183414383255,3.19507929137901e-05,0.00398770583104877,0.0248268192839251,0.00029656213856761,0.586850080775178,0.119770822496602,0.0428336664720212,0.000297215986879501,0.00292292133881677,0.00159821194691706,0.000572885939358446,0.0175914064460078,0.00430132543479652,0.000345500296085233,0.0142424113850291,0.0589769947131289,0.0322068168670852,0.00101462413659987,0.000310440371410281,0.00127176039064511,0.000823408668427723,0.0114395713697699,0.00224735189485876,0.085455883033709,0.0678085806558142,0.187378040835983,0.124704927114243,0.0467373192721952,0.0527453425753244,0.00353998888913042,0.010059276875096,0.00777637646336183,0.00810694609531404,0.0305645073724954,0.156880989121879,0.0966604934282586,0.00889695232095873,0.0129665460407771,0.00265951621925379,0.392993180241138
"36","M","4",0.0454210084199863,0.575629847141407,0.0392921023639231,5.80259341726892e-05,0.0262815269935005,0.000570107708987454,0.0202130165886813,0.0403967706584208,0.00240630014265943,1.49436792502372,0.486864976879629,0.0888203323070248,0.00283524710116052,0.00869496642503356,0.00687580587131166,0.00254743135714536,0.0637514331592133,0.00616343035878479,0.000988973592972353,0.0414416449609425,0.0337746899700386,0.123174365455814,0.00629621655922409,0.000622971133159541,0.00325848048446786,0.00336272943886473,0.00814778466897033,0.0072118052243201,0.209445029874106,6.92673359352982,8.18903661623371,5.11207509202119,0.373091209307944,0.414136513960932,0.00763534600081706,0.0652446420697017,0.0222690777443486,0.0340295692448366,0.135279093571652,8.13731032807807,1.0823232162486,0.0315477247644918,0.041675745112477,0.0209434035918391,0.40287618727953
"37","M","4",0.0406691157079663,3.91065322414887,0.0137832149632145,8.68923292157414e-07,0.00339145964416758,1.09749409447638e-05,0.000529705128242264,0.05424797814254,5.31419284075042e-05,0.819038096801062,0.146951039439631,0.0422339583200387,0.00226266799874493,0.0035345567209634,0.00217679135344043,9.23708737340076e-05,0.0314185666216396,0.000816739823736137,0.000183904629219407,0.0120025564053696,0.085676699274276,0.136747503554858,0.0109132709280571,0.000648994769795904,0.000356746338911737,0.000596244185959842,0.00151039347681128,0.00147883181544186,0.0267585548036857,0.281592250724802,1.2116990281304,0.695327982733003,0.177287498611508,0.18418609081233,0.00111674317945237,0.0158249282751143,0.00178369373159663,0.0138016584415294,0.120159226286363,17.7354411243404,0.61152742235967,0.00773018602329555,0.00847534074308137,0.000870640475711092,0.014568270386434
"38","M","4",0.000536489292962339,4.28502103339,0.000419198965162998,1.21258980680278e-06,0.000235341531319272,6.75063640896275e-06,0.0003689047376037,0.00169976439982116,1.09726040617558e-05,0.208635912125742,0.0186425007022429,0.0759626542088944,1.98423969196164e-05,0.000276160310773403,5.79625216352603e-05,6.67944784469371e-05,0.0111595288314927,7.26342053096018e-05,1.178657900005e-05,0.00176035092682178,0.00904873219924289,0.00376039939275607,0.000247466735399244,8.12509801668149e-06,2.83217484446121e-05,9.8969773635122e-05,7.01868929558634e-05,1.02718450565156e-05,0.00428881376943017,0.0158000762933943,0.208676775238249,0.120892217124113,0.0446179440152384,0.0505593583909482,9.59927931604979e-05,0.00563948391424809,0.000218153182142703,0.000466847591544403,0.00605073119165989,0.0359430522240476,0.0261159621971995,0.0042667102498471,0.00258516897191967,0.00102994995674044,0.00415953292602225
"39","M","4",0.035133343998305,12.0557471953573,0.0206774853610891,0.0741255407292909,0.0100279582820224,0.00973345104277054,0.024595259233822,0.0257111800234132,0.00774809364172638,0.675386547586785,0.280234383353421,0.0903108203326444,0.0140959370135422,0.00370476540088379,0.00216290384532161,0.000278439128248038,0.0712777892699451,0.0107734739416668,0.00142448100576418,0.0213396770971719,0.0272570437598428,0.0287891074086771,0.0026078615776645,0.000447217360654964,0.00334674096536956,0.00295998560772023,0.0107582591248513,0.00496782891191297,0.105113137346229,0.112291877618102,0.0814765877651683,0.0559127935064181,0.0835923075408077,0.102194183031623,0.00496449522946834,0.0164050082981067,0.0117504662489666,0.0151139201931208,0.0090298331331103,0.0547359253528734,0.268614844334306,0.0230497219733664,0.0160178129752163,0.00256596797340697,0.00532149100655686
"4","C","2",0.00907195244724523,0.00658674515172532,0.00270671038999399,0.000275004145963139,0.00153795866237717,5.95762491187858e-05,0.00245670386090257,0.0131581676084506,0.000512252626198643,0.112299554563692,0.0623229707644338,0.0316977363352551,0.000238696422247053,0.00140402170281091,0.000774421273371575,0.000285432005116016,0.0766784090251054,0.0027803336779311,0.0003048946159637,0.00589697231933698,0.0210276013959273,0.0983751096973607,0.00093727308160612,0.000572714877781733,0.00115527791744817,0.00146228511977952,0.00796059545813401,0.00458574431219876,0.0327351255391214,0.158882963801762,2.88182902862121,2.15667458785105,0.106557726235129,0.117725015400665,0.00205885222284474,0.0210254204057777,0.00499951655874936,0.0116867179928463,0.0125259530888291,2.72981339559312,0.0816725047080539,0.00904592307332887,0.0225870279408908,0.0025879796407266,0.0344423017747324
"40","M","4",0.0544838850808087,14.9918487857251,0.0280742223580594,0.00177371454860829,0.0143853005040441,0.00253836095307056,0.0172790771177301,0.0218358379058467,0.0030272090050158,0.616877319129856,0.373144666913072,0.0791786316165513,0.019500447859465,0.00292207089342668,0.00210106663681488,0.000521828392502203,0.0858258710298576,0.00843827654918807,0.00133086995434159,0.0215664839781353,0.0270400881740643,0.0264439238007653,0.00368945668765023,0.00054671443906346,0.00418257428014754,0.00211671607632065,0.0115394569758473,0.000300174140970249,0.134277736249211,0.147443102107712,0.0715726057867962,0.0469849407081866,0.0668197437665271,0.0676698691080747,0.00695676967188689,0.0130446789041168,0.0165616812376055,0.010166960352112,0.00574639587073084,0.326658719144103,0.32551258174656,0.0275010663646218,0.00958517881428189,0.00721369034500649,0.0737247934271699
"41","C","6",0.0285005797954058,1.61782755144503,0.00769116093728522,8.48161093036925e-06,0.0050522575348392,6.96917069642089e-05,0.00142628309944999,0.0252074792512879,0.000158465579904975,0.112425068243604,0.0642301144458239,0.0153782467699757,0.010208969072937,0.00175796854385862,0.000701323495778884,0.000902132419880209,0.00779310371372718,0.00571076035282941,0.00151144526683636,0.0087247989372841,0.00786200455967914,0.0753757009473756,0.00321700235168672,0.00232416999215711,0.00310475602665326,0.000917773703875052,0.00486903371461196,0.00189823083704858,0.0248534163198527,0.124616999252101,1.15667257548646,0.788756293400688,0.180095613552552,0.19283279656328,0.00437667787325276,0.0293494747080155,0.0101162591903001,0.0211185403531521,0.105664103813671,2.30154539239184,0.0662727292962448,0.0089525536759983,0.0589876151892285,0.00950093844621325,0.0499828069432426
