"Sample_Number","Tr","Time","X.Pyruvic.acid..1TMS.","X.Lactic.Acid..2TMS.","X.Valine..1TMS.","X.Alanine..2TMS.","X.Leucine..2TMS.","X.Threonine..2TMS.","X.Proline..2TMS.","X.Succinic.acid..2TMS.","X.Glycine..3TMS.","X.Fumaric.acid..2TMS.","X.Serine..3TMS.","X.Methionine..1TMS.","X.Aspartic.acid..2TMS.","X.Glutamine...H2O...2TMS.","X.Malic.acid..3TMS.","X.Glutamic.acid..2TMS.","X.2.Oxoglutaric.acid..1MEOX...2TMS..BP","X.Threonic.acid..4TMS.","X.Phenylalanine..2TMS.","X.Asparagine..3TMS.","X.Putrescine..4TMS.","X.Ornithine..4TMS.","X.Citric.acid..4TMS.","X.Fructose..1MEOX...5TMS..MP","X.Galactose..1MEOX...5TMS..MP","X.Lysine..4TMS.","X.Tyrosine..3TMS.","X.Glucose..1MEOX...5TMS..BP","X.Gluconic.acid..6TMS.","X.myo.Inositol..6TMS.","X.Sucrose..8TMS.","X.Trehalose..8TMS.","X.Maltose..1MEOX...8TMS..MP","X.Melibiose..1MEOX...8TMS..BP","X.Galactinol..9TMS."
"29","P","4",0.277735812953649,0.233332449226384,0.171698665217011,0.00508304221871055,0.13425582095692,0.307525950631279,0.0526154078845072,0.106178093484432,0.196057540897604,0.0264961497705613,0.067137127005714,0.212850416098968,0.058159724160485,0.043166568015336,0.00179441769469605,0.260174163257056,0.0763616608414752,0.112286411994499,0.25056782342725,0.305612360262015,0.185038602025386,0.320213567596646,0.013133667999152,0.00418582391747756,0.0243518254849167,0.246412732940643,0.0960388202098281,0.229647732119236,0.00647689856159971,0.00865031036442272,0.00976035672855186,0.0693166236023189,0.141863155259671,0.0767306394457297,0.0166419623583231
"3","C","2",0.0975469831697328,0.126904806157249,0.146739792562385,0.00210022202110826,0.0895907851491619,0.253537258007947,0.0412207814024271,0.101335559060645,0.131591454195934,0.0197077997013033,0.00336796677881828,0.363269911280818,0.0473849548937245,0.0762892620602492,0.00196312729433513,0.210445685984231,0.0734275398847046,0.421658571223278,0.0958725163000044,0.369346554221756,0.066748696316923,0.245571946706907,0.0125555284272365,0.29259208823642,0.444722024498382,0.244091364979159,0.078548051069088,0.369637144579498,0.0163838664570588,0.246560113530491,0.0118553123410115,0.0743052783220059,0.423760977482183,0.284926877126797,0.0564952329240205
"30","P","4",0.316009508348497,0.363543875584399,0.214059338650595,0.0197966595497939,0.215325682132851,0.415046416263642,0.0888109162947856,0.192838055865405,0.324523933090447,0.0320303477469463,0.0101242451303401,0.308130312201205,0.107679855235806,0.0446633793996494,0.00350157816083411,0.346639818282637,0.0891677437876611,0.103212492977793,0.202277858563919,0.197164988787182,0.189212588863293,0.502266677625947,0.0226590498823212,0.00732883307851919,0.0362675128190994,0.281173370281697,0.117054534959379,0.128211826172416,0.00402541688051751,0.0222910647784338,0.00933874941088258,0.104443371494184,0.198107020286608,0.116186659766555,0.0443670061671729
"31","F","4",0.104752986387661,0.100506435517356,0.0497458770311809,0.00307255623674368,0.0540705902124905,0.145770398383022,0.0191109765110204,0.0665170873326442,0.037882087345223,0.0189769898998008,0.00366595700809885,0.125185347778711,0.0157112536379046,0.0178153367837097,0.00184922632981923,0.169818571320692,0.0944223854253865,0.104486454705319,0.0387044445340917,0.0711459764380377,0.0529289375821448,0.130014331414361,0.0031802530058517,0.00235761527875795,0.0129909355452236,0.0920548202429445,0.00706298938287875,0.0242805466012723,0.00825782011664255,0.00302661194187531,0.00206615864331665,0.0446895489042332,0.414505227447077,0.0778656560959783,0.043240949996031
"32","F","4",0.108785175001939,0.152997893649684,0.0859320310350684,0.00331963446820691,0.102886505010708,0.192683826857404,0.0216041771053322,0.0637100087027328,0.00868239042272317,0.01185732548439,0.00132609004924364,0.1430695376998,0.0134654819352872,0.014880001288699,0.00158276236483917,0.123693005207001,0.0344763059985314,0.278933874531245,0.024297327792147,0.0797375906732929,0.0166488092921275,0.191327050431158,0.0047274092726096,0.00301263345162666,0.0217320774608612,0.0630401368588385,0.00302363620762235,0.0455636453572701,0.0125561070939567,0.00720707281686246,0.0422352496019958,0.059313384643685,0.282153174090619,0.0851867825613224,0.010657552850948
"33","F","4",0.252704150113055,0.09303725882997,0.062709003513162,0.00241782034147703,0.0584027422765595,0.302092924781122,0.018966301094806,0.441231527832186,0.0974245782181289,0.063203656165632,0.035379954448503,0.380045095762158,0.0250191869471421,0.0380198788070007,0.0283848542217374,0.111259290367139,0.230575238960946,0.478194670652042,0.18597243913101,0.436840710303726,0.114139974955027,0.164446063427815,0.167837297517974,0.538245770796956,0.043793883779674,0.309839132834493,0.133101876053105,0.126706667393375,0.675036497281381,0.383173096807109,0.00307234481701249,0.0376421569426048,0.252269817010757,0.0531250783405329,0.25434615282335
"34","F","4",0.110653095608176,0.143528919686911,0.0814730157942921,0.00352900744422424,0.0803490544843063,0.180736555650462,0.0289103458478464,0.108180851767724,0.061403738032929,0.025265945262284,0.00295633357550626,0.24261179577352,0.0376525741346675,0.0190646336967841,0.00276755700982326,0.161264530008785,0.143111059642212,0.496664188570228,0.0826714718489144,0.465649514882513,0.243878843992818,0.193531358035678,0.00673084705798196,0.24193535122628,0.0572135029570418,0.207747451978274,0.0661071377163272,0.28533223033316,0.0169454035116504,0.397113529297571,0.00691443358667227,0.0934672632584608,0.297226980308596,0.154045280411807,0.370256598990324
"35","F","4",0.108367603605134,0.218105497941218,0.152944099581576,0.00452184555134487,0.107565316525754,0.266185866329083,0.0469957297596661,0.124905082926186,0.118698890264343,0.0264050686015224,0.00387579846821328,0.316292775858995,0.0477927058443441,0.0442088986899115,0.002159746058528,0.210254203967298,0.145114422124236,0.0955917379083885,0.11019718039671,0.0876913903821053,0.307683560848604,0.256336099104829,0.00387577629761039,0.00432205528481491,0.0156349430305881,0.160605498268427,0.0592413125145985,0.0819748524369778,0.002430267930923,0.00968953413690302,0.00318676305226372,0.0553854790426216,0.145398810389189,0.0641383741560094,0.235962324356086
"36","M","4",0.409538860441099,0.450920303352758,0.450305675749399,0.0140062130992138,0.252965450409469,0.593983034102553,0.0926107340665254,0.376503686125256,0.429572733389895,0.0537405382677595,0.0101954039631147,0.926681443441387,0.157576243368832,0.0873208459106062,0.00845878566443753,0.581257456658575,0.0987935166103351,0.371279322667396,0.165269718873559,0.304796977458879,0.21353752826156,0.647491988015586,0.388349715357711,0.160885134320395,0.115068752813608,0.335780227156258,0.134517234793774,0.329219461808064,0.0100082419840109,0.48743945689716,0.0345914975014442,0.180494124151984,0.440548984504545,0.466396384396755,0.255852053061111
"37","M","4",1,0.595371011163284,0.252612552202846,0.00705558569303169,0.228544774777078,0.539469758095031,0.0919402105323504,0.220841461010754,0.449089395926654,0.0423172262663972,0.348500230748697,0.44680788372206,0.0977290440347351,0.0925270907236706,0.00118805177647878,0.262318527972346,0.123023666636652,0.277340927888663,0.353815842239653,0.20222620631491,0.205656948110032,0.285337946530796,0.0122913958777681,0.0146934022373218,0.0434643072920445,0.471981307094973,0.102724769723552,0.18157962101326,0.00399906110159924,0.601310615614015,0.0135609845821367,0.0942424704978741,0.0882874768080747,0.0570680330361643,0.0118983107410679
"38","M","4",0.289811746192897,0.495091004773567,0.436341141734245,0.0414434111229341,0.293164216305527,0.535681095483405,0.0959278931044368,0.268154100935046,0.808607731574854,0.0614208656406589,0.0409933325073037,0.405857267379265,0.164125727126665,0.1035576667049,0.00697707813811004,0.447371404851583,0.125568689093528,0.0872542927703969,0.408397704629711,0.316779008072934,0.162341935150455,0.476656951669146,0.00340483524653645,0.0319194106989087,0.171091587239622,0.418850954925592,0.186657966321017,0.0609271564408545,0.00273977575686782,0.00551302611667235,0.00979743636136996,0.382715063783895,0.234649495043481,0.299916966522746,0.0375914372063096
"39","M","4",0.497360784254214,0.570460235150322,0.396120308633447,0.438123691198834,0.405203514557334,0.406697598165102,0.234991006285354,0.205203948852814,0.464630155764965,0.038043674738906,0.144806655333998,0.473463590941456,0.11741113698888,0.0219705603244126,0.00158579313347272,0.372294705019525,0.0958195676465104,0.0754877514933763,0.312734410282543,0.271487074029153,0.142757572829646,0.360474316330843,0.00680981914954148,0.00651664182422712,0.0288014509576803,0.297853453479637,0.123008111331371,0.108339833671104,0.00290198178503298,0.00371282154225919,0.0149117412857189,0.12342619308313,0.146794546900829,0.0520576803050421,0.00304518957575383
"4","C","2",0.0934530416732055,0.0865867984142367,0.070845843092876,0.00178984049475992,0.0386270267404924,0.135875848492942,0.0134495043588169,0.0328463934632495,0.0915417357584944,0.0130094437065044,0.00291319490800498,0.146279614971161,0.0344644303135812,0.0280923518709714,0.00157729000662686,0.106768452923974,0.0671646497466142,0.24985546670197,0.116729192137599,0.146550095479159,0.0984292474039898,0.113280197913356,0.00986559989949643,0.211480066013865,0.0341458566388214,0.132666965605088,0.0527258102397405,0.0817381838090806,0.00386816735625152,0.201085041297015,0.00433393652745565,0.0437063299494791,0.175686665260647,0.0619184869623988,0.0169334957289443
"40","M","4",0.587553374748881,0.683674962612962,0.536173196921697,0.0151628581352502,0.232292821049436,0.34622783949643,0.118592266153,0.189344151200755,0.614208383581481,0.0369414757622815,0.11438931974322,0.36051583223074,0.125484879481739,0.0626005972029293,0.00180542109119763,0.356645613486043,0.106989560666233,0.0672285897741335,0.325736460504542,0.166161777295108,0.153276390504,0.473274598776403,0.00862824879836925,0.00523742450376902,0.0221324569664878,0.371272969298154,0.191067346507841,0.0702119676430362,0.00148218835409148,0.0224609937737107,0.0168168222339195,0.136256574177174,0.113761887267648,0.0972349587402112,0.0342183823270631
"41","C","6",0.260544021188935,0.047980235001546,0.0700545021361235,0.00211451354331755,0.0304236757486507,0.234993497459165,0.015120856960679,0.0247194168280431,0.0564294918528159,0.00990985167870144,0.0516230684858598,0.153577365883345,0.0149126057059957,0.0364284212302897,0.000987493019884059,0.102634508464467,0.0248114457412151,0.208635389901998,0.176851705461545,0.108072050325055,0.128966190201842,0.0812763241340901,0.00717544403637587,0.0229328141576818,0.0520614178577555,0.179985644897732,0.0643465059332438,0.209863789803766,0.00845100751513037,0.195044730423414,0.00203054909856145,0.0429817269423344,0.568570614384944,0.151156619430597,0.029746912434846
"42","C","6",0.237285722749967,0.0683638543484212,0.162662413204777,0.00328144490243362,0.051711442717471,0.213289634312008,0.0235742446003483,0.0246076358168987,0.122191883806522,0.0144005941461766,0.067672244824154,0.134452441620819,0.0230590091242525,0.0444812073388069,0.00063485802996022,0.0830459840779662,0.0280774248501737,0.136816780102688,0.439247867185019,0.0720306833705911,0.303839444743601,0.0780511746464005,0.00229167424613379,0.00169079421229775,0.0142222354099349,0.219901011994377,0.0924381877056416,0.0191798143095558,0.00150967617939761,0.00791146405812207,0.0383518325743425,0.0240675646430677,0.0480050620597845,0.0213264909241194,0.00558335575784988
"43","C","6",0.170321587820204,0.161910439510605,0.158150935203079,0.00334591196686295,0.0822408098960253,0.300474699678418,0.0315061449173165,0.0584409299488772,0.163793535433601,0.0177184615630249,0.183014151002276,0.153291780816143,0.0449348764458817,0.0451471145403306,0.00103627185884932,0.162623560782671,0.032294686671145,0.0758917122461415,0.20735130567387,0.169669002960753,0.195728163894586,0.188264700071193,0.00195345891693574,0.00378971259463929,0.0188197262522243,0.215322324165929,0.0926341741739081,0.0567973755249159,0.000726120069311159,0.00311510790012393,0.00900944412274029,0.0343257172717777,0.0936994237921095,0.0504254980480078,0.009199887388754
"44","C","6",0.42753675601995,0.210291375173781,0.193612641761042,0.00372314354255003,0.124088993628247,0.430105518572115,0.0688958829264269,0.0653028902660096,0.286300158715216,0.0202742118461078,0.320175345422518,0.209255132798225,0.0725721619406282,0.0637649721183778,0.00193643596799279,0.196362302666209,0.039932398696404,0.0707928892449274,0.50583554382316,0.194648700793356,0.228769951977098,0.249143909251534,0.00411029601474465,0.0106086824042937,0.0440340941348534,0.344385088588618,0.211904241386937,0.182603404136131,0.00124206221171345,0.121768542046592,0.0133923454780277,0.0598998780976429,0.327922792193945,0.124485745128004,0.032515340346326
"45","C","6",0.179469806467062,0.330675719210862,0.17216800778273,0.00401679632178295,0.109362486776522,0.411917627385319,0.0408756911149807,0.06671543397266,0.197069716703412,0.0187166085329469,0.160419949569933,0.511012829764588,0.0518619345913477,0.0568328913692183,0.00148375915934038,0.173429541285567,0.12711734653959,0.344542463244563,0.184322297814471,0.140127928894777,0.300342370483506,0.219041749349452,0.00620910479612944,0.264671752141451,0.0823114771088957,0.222025097005753,0.069914636955014,0.17082856259248,0.00712982748559729,0.380592345420958,0.105071862786467,0.0674359671833712,0.436964985671811,0.288794261302225,0.210450734860127
"46","P","6",0.717388726614678,0.759108297266459,0.152485818543971,1,1,0.556197435510678,1,0.358710569223323,1,0.0953998437463909,1,0.730726067090133,0.34024538377936,0.101628101652295,0.00304095601040421,0.485987897760818,0.114899663086482,0.171171127741387,0.82472471048454,0.29122386298626,0.212953964091517,0.547335048928213,0.0359281901709447,0.0173091752704772,0.0381272296756083,0.510191676835816,0.217070697561601,0.551280000154945,0.00335508018888231,0.205484582336399,0.0250482174667242,0.140775812577597,0.219766082894627,0.158022682504702,0.0208033645295052
"47","P","6",0.962965461426334,1,0.707998042376243,0.126290867398465,0.521973823312299,1,0.149633945654215,0.529411695514259,0.698723813379996,0.076930350776769,0.181930597067851,1,0.873036610985913,0.24685071607509,0.0041901333540741,0.707910802756457,0.220437800534146,0.672441274869223,0.539709520736696,0.756602649724736,0.166922841767937,1,0.765824376632223,1,0.917678973601473,1,0.404663238843188,0.558658893009636,0.0134724917721849,1,0.335644733510399,0.319822426987504,0.425393027221964,0.355760103119356,0.276733971433607
