"Sample_Number","Tr","Time","X.Pyruvic.acid..1TMS.","X.Lactic.Acid..2TMS.","X.Valine..1TMS.","X.Alanine..2TMS.","X.Leucine..1TMS.","X.Valine..2TMS.","X.Leucine..2TMS.","X.Threonine..2TMS.","X.Proline..2TMS.","X.Succinic.acid..2TMS.","X.Glycine..3TMS.","X.Fumaric.acid..2TMS.","X.Serine..3TMS.","X.Methionine..1TMS.","X.Aspartic.acid..2TMS.","X.Glutamine...H2O...2TMS.","X.Malic.acid..3TMS.","X.Aspartic.acid..3TMS.","X.Methionine..2TMS.","X.Glutamic.acid..2TMS.","X.2.Oxoglutaric.acid..1MEOX...2TMS..BP","X.Threonic.acid..4TMS.","X.2.Oxoglutaric.acid..1MEOX...2TMS..MP","X.Glutamic.acid..3TMS.","X.Phenylalanine..2TMS.","X.Asparagine..3TMS.","X.Putrescine..4TMS.","X.Glutamine..3TMS.","X.Ornithine..4TMS.","X.Citric.acid..4TMS.","X.Fructose..1MEOX...5TMS..MP","X.Fructose..1MEOX...5TMS..BP","X.Glucose..1MEOX...5TMS..MP","X.Galactose..1MEOX...5TMS..MP","X.Lysine..4TMS.","X.Galactose..1MEOX...5TMS..BP","X.Tyrosine..3TMS.","X.Glucose..1MEOX...5TMS..BP","X.Gluconic.acid..6TMS.","X.myo.Inositol..6TMS.","X.Sucrose..8TMS.","X.Trehalose..8TMS.","X.Maltose..1MEOX...8TMS..MP","X.Melibiose..1MEOX...8TMS..BP","X.Galactinol..9TMS."
"1","C","2",0.0822704851289006,0.0242466546042892,0.131728393676506,4.64263958385031e-05,0.105483993531108,0.0160368798367292,0.305694864544743,0.122697799239922,0.0195502649612893,0.0224894836332416,0.0801356602582232,0.0073081234060722,0.327057139952812,0.0538245218080115,0.0278940589427024,0.80377131534796,0.0236139796928948,0.108306716885194,0.16483684671548,0.0637891474156676,0.0115300391787741,0.0326213142108116,0.00321304429892413,0.361204576771716,0.31481378268862,0.106130787163668,1,1,0.0611748654384919,0.00124727180151167,0.00284419619471345,0.00259009044887423,0.00955078689653545,0.00975884233133961,0.262059344097687,0.00948096542876605,0.120028908598476,0.0193062700956856,0.000317508196889037,0.00871712735086736,0.0022452967749033,0.00864724532551189,0.0109801221354245,0.123762080864776,0.0170070690714417
"10","P","2",0.448153732819305,0.0009804339976524,0.0792299771595212,0.0152807892685595,0.132615607019417,0.0287991531835795,0.510740367487342,0.520983662509864,0.307064585664496,0.0995470693465497,0.135282266984114,0.0352453690976751,0.0154690882481343,0.274157931506421,0.0409602447954137,0.199016262855681,0.0190050399689036,0.0217172034706216,0.0100302334408963,0.323393767994666,0.180318396876992,0.216860932105888,0.00185969951898525,0.0107552143107615,0.104277699135028,0.157999085576936,0.576244231768326,0.094383106564134,0.367095778903511,0.0190574975769762,0.0032803564206397,0.00293483519917283,0.0275418247018094,0.0266512374446543,0.472192633416157,0.0249025188045109,0.0514828717774094,0.215612533364612,0.000695248822007158,0.0915221264769477,0.00691518344693641,0.0939401482039844,0.103268245244756,0.0590456783951584,0.0381239856846693
"11","F","2",0.0938744552442005,0.0417809304934345,0.0360669077743939,0.00237393222423944,0.0368580867411611,0.00147428758802351,0.00956396869351213,0.170940149452505,0.0109015640914648,0.197597193603919,0.0576205661438199,0.0401401611722919,0.0394560534305944,0.175608119352408,0.00718057549219864,0.0130981191390695,0.158688798178308,0.0237989560405418,0.0180899691781152,0.131625293474758,0.21759792307162,0.765089039638869,0.182247526595183,0.00936233547142027,0.0294862195750624,0.0355101799923142,0.0728603459440903,0.00805251502679683,0.155540717826705,0.516880052931929,0.171591485449098,0.157175289420028,0.0688150597445639,0.0648489219945443,0.0572497997293572,0.0614469979284729,0.0244484889003522,0.12202877215977,0.658293480319618,0.350647594486402,0.0222687333048161,0.05602987667439,1,0.33605456720185,0.558992570610095
"12","F","2",0.00915198831579677,0.0289445763200925,0.00194981146590352,1.14074819643557e-06,0.00226095561788329,0.000416674291269017,0.00599159770736167,0.0437439850888182,0.00063879594948245,0.207155112316224,0.00724329022451222,0.101121583256692,4.84379162121744e-05,0.0506360237152004,0.00189149418054362,0.00750335681999701,0.164261174199177,0.00044334463168199,0.00153171092765775,0.017883344391036,0.0787081295788514,0.328763406318447,0.0345523275498426,0.00176445081686375,0.000814955184579508,0.0368427459998017,0.00238605518505981,0.00322541474422048,0.0146710753054068,0.200210107930708,0.106686101601138,0.0918789729559256,0.00758251465018659,0.00665888821766084,0.00848251227721115,0.00411907075393244,0.00163857854864722,0.0256805682892466,0.168920356020188,0.270540131500112,0.00103498850303008,0.00558111421454424,0.138911126464972,0.105988299425765,0.0828954129387184
"13","F","2",0.0169830622297976,0.0385748675679768,0.0118304598017844,4.42553436955923e-06,0.00653676012700256,0.000163921936803128,0.0133321884492092,0.11228331290822,0.00235733366812143,0.0749268415422033,0.0271378269576204,0.0225552287492599,0.00209680793055895,0.226355629608073,0.00365468717311356,0.0209618137161337,0.00363527090574731,0.00199872045737499,0.0124613718502955,0.0713256872129327,0.121559782177112,0.674669621504839,0.000125860739694391,0.0043022853551037,0.00352746811937429,0.118596671157851,0.0860590254775171,0.00324364041339377,0.0613424795052451,0.00971200068760237,0.128843635151449,0.106300739871583,0.0929772861526312,0.0922554167121635,0.0203504212529631,0.0615700249925991,0.00300549888531363,0.260794184334955,0.0358167991280725,0.6423957161064,0.00450969489621285,0.0625915993335331,0.151574388742878,0.165946130144411,0.0596238982089455
"14","F","2",0.0267610601093825,0.0342129725926677,0.00569122114610409,0.00416008261913805,0.00610529594550182,0.000741142526614556,0.0129743839823549,0.0501188062317933,0.00481085356844734,0.132785249084126,0.0215965148059086,0.00535814109004569,0.0115390808445085,0.0713430977809774,0.00122822217823448,0.0222081763975354,0.00201410341043428,0.00299015508680532,0.00557681824399031,0.0250719372697266,0.0735500080285518,0.242213892647805,0.0189646573377499,0.00240417521087846,0.00710918978647117,0.00900573543710986,0.010929964062033,0.000931384043619679,0.0531306461801913,0.165592195890338,0.0937630945991055,0.0780834300554712,0.0415908900567219,0.0413659117897331,0.027083155283459,0.0277757254247763,0.00384848431990576,0.117502177113403,0.00853152814040892,0.299718910228161,0.0154406954900915,0.0124793311489024,0.121182759565648,0.0501713869992229,0.0367738825739593
"15","F","2",0.504670908280027,0.576650739037762,1,0.00610624108243955,1,0.24664843443222,0.39075251787971,1,0.217993226716514,1,0.869510125818868,1,0.740127343918385,0.757370923925635,1,1,1,1,0.33043836750631,1,1,0.774720224860107,1,1,0.861320141134377,1,0.564338591777678,0.626234715683129,0.337933637757467,0.7899230949503,0.881394040807207,0.904585425936329,0.581026441945827,0.573664179586151,0.76403819728572,0.624795283487722,1,0.46145797350913,1,0.558544877500334,0.0188799248590085,0.154926232201709,0.474443469388047,0.357537567385141,1
"17","M","2",0.0189087912158354,0.0282824350218369,0.00560045447168149,1.56228084724223e-06,0.00649574019135206,0.000531084309627233,0.010253319834273,0.0481196382076728,0.00102091764875272,0.0325918947820551,0.0175972118204163,0.014295313971607,0.00386251069145319,0.0432299243148307,0.000811697884707661,0.00981834325698723,0.000576666963252214,0.00068209807712706,0.00429759228131378,0.0231053146096093,0.0120732166745787,0.0456370630151726,0.000196800833972662,0.000910335709806335,0.00314008176536628,0.00562599395394697,0.0134591079004158,0.000444778189041872,0.0184029468482078,0.00344196840889204,0.00683407217649281,0.00514766505610514,0.00382650665780102,0.00340974130990907,0.00838150637456827,0.00205611444118505,0.00118550965720632,0.018022878446085,0.00094097527569521,0.206428734050134,0.00253635083357144,0.00405315247380019,0.0212053791664612,0.0331254617827528,0.0098786199067944
"18","M","2",0.0262402121829116,0.00047068466790643,0.0109366935119128,0.0336416990936272,0.00620195637858811,0.00201010876118464,0.0307176722454624,0.0895266711651096,0.0202409701272645,0.101033705210356,0.0497771845977199,0.0162391262716444,0.000759583065670877,0.0984478729178226,0.00274044729472531,0.0143130293954479,0.0252062356548594,0.00250881439878493,0.00431218507727436,0.0703589614478658,0.0573797913745736,0.104102728593408,0.000909544740569997,0.000767431561950232,0.00537834459878386,0.00897012227990206,0.0210870820131507,0.000504746985198006,0.122692640520643,0.0148593245469693,0.00819473036194637,0.00697874931254694,0.014689594927764,0.0139672326273152,0.0421268533632309,0.00978841147548228,0.00369518491128971,0.0537247849589409,0.00612869367136347,0.0300402071901402,0.00930255385295997,0.0281026157180675,0.0672425784099671,0.0723661178304842,0.0133367639978487
"19","M","2",0.527307238349708,0.238100694121613,0.309480408223643,0.000612662692420004,0.41023842281396,0.0266984762026174,0.452304421636448,0.481645848890749,0.0897072662556258,0.156276271892634,0.390294969165044,0.0255758318957724,0.0151982025864566,0.366406767107547,0.185620891747436,0.683869929058445,0.00668261569366148,0.066116349827794,0.0471707961102322,0.492774339697983,0.0542322629905776,0.197830420135126,0.00189242873718589,0.0415415842211775,0.195254895177105,0.139629969600582,0.881335220850029,0.191972598488015,0.73892947092217,0.0273943411307294,0.0319562670194456,0.0278440376351791,0.0318310546907842,0.0299809027262128,0.393297485988693,0.0253704909946252,0.103363982248285,0.334183463210574,0.00438054576719864,0.159772275609934,0.0195194786321265,0.0826134309998999,0.0902873757018608,0.255832280743961,0.0381136353719656
